Year,Month,Day,Period,Value
2023,4,8,1,13338.76006
2023,4,8,2,12571.90917
2023,4,8,3,11787.27622
2023,4,8,4,11276.04229
2023,4,8,5,10892.9873
2023,4,8,6,10690.71649
2023,4,8,7,10600.3244
2023,4,8,8,10823.34094
2023,4,8,9,11285.67424
2023,4,8,10,12296.2874
2023,4,8,11,12972.00529
2023,4,8,12,13622.53194
2023,4,8,13,13562.51752
2023,4,8,14,13388.40162
2023,4,8,15,13292.8231
2023,4,8,16,13226.88133
2023,4,8,17,13187.61264
2023,4,8,18,13014.97857
2023,4,8,19,12950.51864
2023,4,8,20,12857.9038
2023,4,8,21,13142.4166
2023,4,8,22,13343.20557
2023,4,8,23,13897.41279
2023,4,8,24,14227.12163
2023,4,9,1,13744.04261
2023,4,9,2,12871.24034
2023,4,9,3,12055.48881
2023,4,9,4,11320.49742
2023,4,9,5,10928.5514
2023,4,9,6,10841.86391
2023,4,9,7,10750.73091
2023,4,9,8,10834.45472
2023,4,9,9,11459.79014
2023,4,9,10,12359.26549
2023,4,9,11,12886.05871
2023,4,9,12,13414.33377
2023,4,9,13,13446.19328
2023,4,9,14,13076.47483
2023,4,9,15,13043.13349
2023,4,9,16,12869.7585
2023,4,9,17,12929.77292
2023,4,9,18,12791.22111
2023,4,9,19,12591.91397
2023,4,9,20,12603.76867
2023,4,9,21,12816.41235
2023,4,9,22,13083.88402
2023,4,9,23,13622.53194
2023,4,9,24,14146.36149
2023,4,10,1,13700.32841
2023,4,10,2,12826.78521
2023,4,10,3,12125.13517
2023,4,10,4,11406.44399
2023,4,10,5,11054.50759
2023,4,10,6,10835.93656
2023,4,10,7,10715.16681
2023,4,10,8,10712.20313
2023,4,10,9,10899.65557
2023,4,10,10,11318.27466
2023,4,10,11,11713.92527
2023,4,10,12,12096.98026
2023,4,10,13,12182.92683
2023,4,10,14,12280.7281
2023,4,10,15,12249.60952
2023,4,10,16,11984.36061
2023,4,10,17,11997.69714
2023,4,10,18,11822.84032
2023,4,10,19,11765.78958
2023,4,10,20,11724.29813
2023,4,10,21,12129.58068
2023,4,10,22,12471.88514
2023,4,10,23,13386.17886
2023,4,10,24,13854.4395
2023,4,11,1,13321.71893
2023,4,11,2,12607.47327
2023,4,11,3,11883.59566
2023,4,11,4,11153.04978
2023,4,11,5,10730.7261
2023,4,11,6,10418.79931
2023,4,11,7,10481.03649
2023,4,11,8,10363.97132
2023,4,11,9,10521.0461
2023,4,11,10,10806.29981
2023,4,11,11,11241.21911
2023,4,11,12,11771.71693
2023,4,11,13,11622.79226
2023,4,11,14,11687.25219
2023,4,11,15,11449.41728
2023,4,11,16,11496.83608
2023,4,11,17,11392.36653
2023,4,11,18,11293.08342
2023,4,11,19,11374.58448
2023,4,11,20,11427.93063
2023,4,11,21,11796.16725
2023,4,11,22,12256.27778
2023,4,11,23,12955.70507
2023,4,11,24,13455.82522
2023,4,12,1,13104.62974
2023,4,12,2,12182.92683
2023,4,12,3,11401.99848
2023,4,12,4,10821.85911
2023,4,12,5,10372.86235
2023,4,12,6,10121.6909
2023,4,12,7,10145.4003
2023,4,12,8,10381.75337
2023,4,12,9,10742.5808
2023,4,12,10,11615.38308
2023,4,12,11,12660.0785
2023,4,12,12,13203.91285
2023,4,12,13,13265.40911
2023,4,12,14,13060.91554
2023,4,12,15,12704.53362
2023,4,12,16,12821.59878
2023,4,12,17,12839.38083
2023,4,12,18,12697.86535
2023,4,12,19,12616.36429
2023,4,12,20,12480.77616
2023,4,12,21,12758.62069
2023,4,12,22,12794.92571
2023,4,12,23,13314.30974
2023,4,12,24,13700.32841
2023,4,13,1,13278.00473
2023,4,13,2,12291.84188
2023,4,13,3,11517.5818
2023,4,13,4,10772.21755
2023,4,13,5,10387.68072
2023,4,13,6,10235.79238
2023,4,13,7,10229.86503
2023,4,13,8,10372.12143
2023,4,13,9,10826.30462
2023,4,13,10,11718.37078
2023,4,13,11,12599.32316
2023,4,13,12,13319.49618
2023,4,13,13,13441.00685
2023,4,13,14,13014.97857
2023,4,13,15,12901.61801
2023,4,13,16,12886.79963
2023,4,13,17,12914.21362
2023,4,13,18,12786.03468
2023,4,13,19,12782.33009
2023,4,13,20,12722.31567
2023,4,13,21,12936.44119
2023,4,13,22,13088.32953
2023,4,13,23,13565.4812
2023,4,13,24,13947.05435
2023,4,14,1,13438.04317
2023,4,14,2,12358.52457
2023,4,14,3,11479.05403
2023,4,14,4,10969.30193
2023,4,14,5,10528.45528
2023,4,14,6,10397.31267
2023,4,14,7,10324.70263
2023,4,14,8,10618.84737
2023,4,14,9,10927.81049
2023,4,14,10,11871.74096
2023,4,14,11,12694.16076
2023,4,14,12,13471.38452
2023,4,14,13,13405.44275
2023,4,14,14,13306.90056
2023,4,14,15,13085.36585
2023,4,14,16,12800.85306
2023,4,14,17,12744.54323
2023,4,14,18,12741.57956
2023,4,14,19,12750.47058
2023,4,14,20,12751.95242
2023,4,14,21,13089.07045
2023,4,14,22,13141.67568
2023,4,14,23,13638.83215
2023,4,14,24,13921.86311
2023,4,15,1,13271.33646
2023,4,15,2,12255.53687
2023,4,15,3,11687.99311
2023,4,15,4,10987.8249
2023,4,15,5,10583.28327
2023,4,15,6,10526.23253
2023,4,15,7,10386.19889
2023,4,15,8,10595.87889
2023,4,15,9,11021.90716
2023,4,15,10,11853.95891
2023,4,15,11,12745.28415
2023,4,15,12,13469.90268
2023,4,15,13,13561.7766
2023,4,15,14,13496.57575
2023,4,15,15,13263.18635
2023,4,15,16,13395.81081
2023,4,15,17,13250.59073
2023,4,15,18,13112.77985
2023,4,15,19,13083.88402
2023,4,15,20,13099.44331
2023,4,15,21,12989.04642
2023,4,15,22,13284.67299
2023,4,15,23,13689.21463
2023,4,15,24,13935.94057
2023,4,16,1,13383.21519
2023,4,16,2,12451.88033
2023,4,16,3,11550.92314
2023,4,16,4,10943.36978
2023,4,16,5,10551.42377
2023,4,16,6,10321.73896
2023,4,16,7,10423.98574
2023,4,16,8,10553.64652
2023,4,16,9,11107.85374
2023,4,16,10,11928.05078
2023,4,16,11,12707.4973
2023,4,16,12,13595.11795
2023,4,16,13,13807.76162
2023,4,16,14,13722.55597
2023,4,16,15,13469.16176
2023,4,16,16,13398.03356
2023,4,16,17,13395.81081
2023,4,16,18,13132.04373
2023,4,16,19,13123.89363
2023,4,16,20,12897.17249
2023,4,16,21,13194.28091
2023,4,16,22,13296.52769
2023,4,16,23,13656.6142
2023,4,16,24,13932.97689
2023,4,17,1,13369.13773
2023,4,17,2,12657.11482
2023,4,17,3,11727.2618
2023,4,17,4,11244.18279
2023,4,17,5,10738.13529
2023,4,17,6,10538.82815
2023,4,17,7,10390.6444
2023,4,17,8,10561.05571
2023,4,17,9,10707.0167
2023,4,17,10,11071.54872
2023,4,17,11,11666.50647
2023,4,17,12,12121.43057
2023,4,17,13,12648.2238
2023,4,17,14,12683.04698
2023,4,17,15,12571.16825
2023,4,17,16,12510.41291
2023,4,17,17,12277.76443
2023,4,17,18,12171.81305
2023,4,17,19,12454.10309
2023,4,17,20,12383.71581
2023,4,17,21,12554.86804
2023,4,17,22,12812.70776
2023,4,17,23,13363.9513
2023,4,17,24,13697.36473
2023,4,18,1,13237.2542
2023,4,18,2,12363.711
2023,4,18,3,11646.50166
2023,4,18,4,11059.69402
2023,4,18,5,10478.07281
2023,4,18,6,10307.6615
2023,4,18,7,10233.56963
2023,4,18,8,10253.57443
2023,4,18,9,10418.79931
2023,4,18,10,10701.83027
2023,4,18,11,11092.29445
2023,4,18,12,11767.27142
2023,4,18,13,11826.54492
2023,4,18,14,11864.33177
2023,4,18,15,11900.63679
2023,4,18,16,11839.88145
2023,4,18,17,11776.90336
2023,4,18,18,11693.17954
2023,4,18,19,11796.16725
2023,4,18,20,11913.23241
2023,4,18,21,12308.88301
2023,4,18,22,12528.93588
2023,4,18,23,13054.24727
2023,4,18,24,13591.41335
2023,4,19,1,13263.92727
2023,4,19,2,12258.50054
2023,4,19,3,11452.38095
2023,4,19,4,10714.42589
2023,4,19,5,10322.47988
2023,4,19,6,10157.99591
2023,4,19,7,10044.63535
2023,4,19,8,10275.06108
2023,4,19,9,10787.77684
2023,4,19,10,11876.92739
2023,4,19,11,12738.61588
2023,4,19,12,13417.29745
2023,4,19,13,13519.54423
2023,4,19,14,13329.12812
2023,4,19,15,13049.80175
2023,4,19,16,13029.05603
2023,4,19,17,13084.62493
2023,4,19,18,12899.39525
2023,4,19,19,12848.27186
2023,4,19,20,12756.39793
2023,4,19,21,12846.0491
2023,4,19,22,13033.50154
2023,4,19,23,13391.36529
2023,4,19,24,13904.08106
2023,4,20,1,13499.53943
2023,4,20,2,12523.74945
2023,4,20,3,11653.16993
2023,4,20,4,10938.18335
2023,4,20,5,10452.14065
2023,4,20,6,10299.51139
2023,4,20,7,10302.47507
2023,4,20,8,10382.49429
2023,4,20,9,10846.30942
2023,4,20,10,11667.24739
2023,4,20,11,12721.57475
2023,4,20,12,13603.26805
2023,4,20,13,13590.67243
2023,4,20,14,13440.26593
2023,4,20,15,13206.87653
2023,4,20,16,13229.10409
2023,4,20,17,13188.35356
2023,4,20,18,13076.47483
2023,4,20,19,12910.50903
2023,4,20,20,12722.31567
2023,4,20,21,12778.6255
2023,4,20,22,13115.0026
2023,4,20,23,13415.81561
2023,4,20,24,13872.22155
2023,4,21,1,13444.71144
2023,4,21,2,12431.13461
2023,4,21,3,11630.20145
2023,4,21,4,10950.77897
2023,4,21,5,10366.935
2023,4,21,6,10229.12411
2023,4,21,7,10153.5504
2023,4,21,8,10483.25924
2023,4,21,9,10911.51027
2023,4,21,10,11970.28315
2023,4,21,11,12448.17574
2023,4,21,12,13113.52077
2023,4,21,13,12841.60359
2023,4,21,14,12615.62337
2023,4,21,15,12517.08118
2023,4,21,16,12548.94069
2023,4,21,17,12571.90917
2023,4,21,18,12534.86323
2023,4,21,19,12254.05503
2023,4,21,20,12302.21475
2023,4,21,21,12471.14422
2023,4,21,22,12737.13405
2023,4,21,23,13394.32897
2023,4,21,24,13830.73011
2023,4,22,1,13547.69915
2023,4,22,2,12585.2457
2023,4,22,3,11558.33233
2023,4,22,4,10913.73303
2023,4,22,5,10469.9227
2023,4,22,6,10294.32496
2023,4,22,7,10275.80199
2023,4,22,8,10373.60327
2023,4,22,9,10781.10857
2023,4,22,10,11744.30294
2023,4,22,11,12480.03524
2023,4,22,12,12712.68373
2023,4,22,13,12762.32528
2023,4,22,14,12534.86323
2023,4,22,15,12129.58068
2023,4,22,16,12305.91934
2023,4,22,17,12413.35256
2023,4,22,18,12093.27566
2023,4,22,19,12385.19765
2023,4,22,20,12442.24839
2023,4,22,21,12495.59454
2023,4,22,22,12805.29857
2023,4,22,23,13218.73123
2023,4,22,24,13639.57307
2023,4,23,1,13217.99031
2023,4,23,2,12351.11538
2023,4,23,3,11544.99579
2023,4,23,4,10840.38207
2023,4,23,5,10488.44567
2023,4,23,6,10293.58404
2023,4,23,7,10026.8533
2023,4,23,8,10168.36878
2023,4,23,9,10718.13048
2023,4,23,10,11640.57431
2023,4,23,11,12118.4669
2023,4,23,12,12846.0491
2023,4,23,13,12719.352
2023,4,23,14,12801.59398
2023,4,23,15,12491.14902
2023,4,23,16,12512.63567
2023,4,23,17,12668.2286
2023,4,23,18,12569.68641
2023,4,23,19,12588.20938
2023,4,23,20,12717.87016
2023,4,23,21,12803.81673
2023,4,23,22,13089.81137
2023,4,23,23,13337.27822
2023,4,23,24,13823.32092
2023,4,24,1,13406.18367
2023,4,24,2,12578.57744
2023,4,24,3,11764.30774
2023,4,24,4,10996.71593
2023,4,24,5,10544.7555
2023,4,24,6,10338.03917
2023,4,24,7,10182.44623
2023,4,24,8,10343.96652
2023,4,24,9,10491.40935
2023,4,24,10,10915.95579
2023,4,24,11,11274.56045
2023,4,24,12,11854.69983
2023,4,24,13,12188.11326
2023,4,24,14,12251.83227
2023,4,24,15,12168.10845
2023,4,24,16,12147.36273
2023,4,24,17,12116.24414
2023,4,24,18,11785.79439
2023,4,24,19,11997.69714
2023,4,24,20,11945.09191
2023,4,24,21,12200.70888
2023,4,24,22,12521.52669
2023,4,24,23,13160.93957
2023,4,24,24,13928.53138
2023,4,25,1,13433.59766
2023,4,25,2,12556.34987
2023,4,25,3,11782.08979
2023,4,25,4,11064.13953
2023,4,25,5,10577.35592
2023,4,25,6,10247.64708
2023,4,25,7,10168.36878
2023,4,25,8,10195.04185
2023,4,25,9,10427.69034
2023,4,25,10,10532.9008
2023,4,25,11,10729.98518
2023,4,25,12,11217.50971
2023,4,25,13,11426.4488
2023,4,25,14,11241.21911
2023,4,25,15,11195.28215
2023,4,25,16,11213.0642
2023,4,25,17,11194.54123
2023,4,25,18,11244.18279
2023,4,25,19,11272.3377
2023,4,25,20,11662.80187
2023,4,25,21,12164.40386
2023,4,25,22,12322.96047
2023,4,25,23,12759.36161
2023,4,25,24,13478.05279
2023,4,26,1,12956.44599
2023,4,26,2,12248.8686
2023,4,26,3,11479.79495
2023,4,26,4,10767.03112
2023,4,26,5,10401.01726
2023,4,26,6,10077.97669
2023,4,26,7,10333.59366
2023,4,26,8,10363.97132
2023,4,26,9,10790.74052
2023,4,26,10,11825.804
2023,4,26,11,12785.29376
2023,4,26,12,13318.75526
2023,4,26,13,13372.84232
2023,4,26,14,13375.06508
2023,4,26,15,13523.98975
2023,4,26,16,13347.65109
2023,4,26,17,13351.35568
2023,4,26,18,13109.07525
2023,4,26,19,12824.56246
2023,4,26,20,12870.49942
2023,4,26,21,13031.27879
2023,4,26,22,13258.74084
2023,4,26,23,13647.72318
2023,4,26,24,14203.41223
2023,4,27,1,14001.88233
2023,4,27,2,12967.55977
2023,4,27,3,11859.14534
2023,4,27,4,11201.2095
2023,4,27,5,10726.28059
2023,4,27,6,10570.68765
2023,4,27,7,10471.40454
2023,4,27,8,10576.615
2023,4,27,9,11271.59678
2023,4,27,10,12182.92683
2023,4,27,11,12866.79483
2023,4,27,12,13678.10085
2023,4,27,13,13825.54367
2023,4,27,14,13541.03088
2023,4,27,15,13422.48388
2023,4,27,16,13506.94862
2023,4,27,17,13553.6265
2023,4,27,18,13467.67992
2023,4,27,19,13389.88346
2023,4,27,20,13318.01434
2023,4,27,21,13449.89787
2023,4,27,22,13538.80812
2023,4,27,23,13909.26749
2023,4,27,24,14401.23753
2023,4,28,1,13887.78085
2023,4,28,2,13183.90805
2023,4,28,3,11941.38732
2023,4,28,4,11333.83395
2023,4,28,5,10854.45953
2023,4,28,6,10719.61232
2023,4,28,7,10753.69458
2023,4,28,8,10741.83988
2023,4,28,9,11314.57007
2023,4,28,10,12462.25319
2023,4,28,11,12740.09772
2023,4,28,12,13272.81829
2023,4,28,13,13241.69971
2023,4,28,14,13066.10197
2023,4,28,15,12629.70083
2023,4,28,16,12643.03737
2023,4,28,17,12686.01065
2023,4,28,18,12321.47863
2023,4,28,19,12183.66775
2023,4,28,20,12356.30181
2023,4,28,21,12551.90436
2023,4,28,22,12946.07313
2023,4,28,23,13431.3749
2023,4,28,24,14266.39032
2023,4,29,1,13989.28672
2023,4,29,2,12953.48232
2023,4,29,3,12105.13036
2023,4,29,4,11277.52413
2023,4,29,5,10751.47183
2023,4,29,6,10404.72186
2023,4,29,7,10429.91309
2023,4,29,8,10658.11606
2023,4,29,9,11150.82703
2023,4,29,10,12271.83708
2023,4,29,11,12835.67624
2023,4,29,12,13652.90961
2023,4,29,13,13587.70876
2023,4,29,14,13363.21038
2023,4,29,15,13044.61532
2023,4,29,16,12859.38564
2023,4,29,17,12866.05391
2023,4,29,18,12720.83383
2023,4,29,19,12625.25532
2023,4,29,20,12647.48288
2023,4,29,21,12910.50903
2023,4,29,22,13079.4385
2023,4,29,23,13517.32148
2023,4,29,24,14433.09704
2023,4,30,1,13890.74452
2023,4,30,2,13064.62013
2023,4,30,3,11920.6416
2023,4,30,4,10925.58773
2023,4,30,5,10396.57175
2023,4,30,6,10068.34475
2023,4,30,7,10105.39068
2023,4,30,8,10249.86984
2023,4,30,9,10706.27578
2023,4,30,10,11542.77304
2023,4,30,11,11934.71905
2023,4,30,12,12288.87821
2023,4,30,13,12518.56302
2023,4,30,14,12268.8734
2023,4,30,15,12166.62662
2023,4,30,16,12028.07481
2023,4,30,17,11942.12824
2023,4,30,18,11891.74576
2023,4,30,19,11816.17205
2023,4,30,20,11939.16456
2023,4,30,21,12139.95354
2023,4,30,22,12262.20513
2023,4,30,23,12558.57263
2023,4,30,24,13155.01222
2023,5,1,1,13089.07045
2023,5,1,2,11988.0652
2023,5,1,3,11167.12724
2023,5,1,4,10400.27634
2023,5,1,5,9946.834074
2023,5,1,6,9628.979935
2023,5,1,7,9583.783892
2023,5,1,8,9643.057391
2023,5,1,9,9832.732588
2023,5,1,10,10196.52369
2023,5,1,11,10847.79126
2023,5,1,12,11397.55297
2023,5,1,13,11532.40018
2023,5,1,14,11665.76555
2023,5,1,15,11586.48724
2023,5,1,16,11363.4707
2023,5,1,17,11462.0129
2023,5,1,18,11397.55297
2023,5,1,19,11565.0006
2023,5,1,20,11639.09247
2023,5,1,21,11739.1165
2023,5,1,22,11780.60795
2023,5,1,23,12115.50322
2023,5,1,24,12679.34238
2023,5,2,1,12394.08867
2023,5,2,2,11571.66887
2023,5,2,3,10589.21062
2023,5,2,4,9807.541351
2023,5,2,5,9328.166927
2023,5,2,6,9122.191517
2023,5,2,7,9028.094838
2023,5,2,8,8971.785013
2023,5,2,9,8992.530738
2023,5,2,10,9304.457527
2023,5,2,11,9681.585166
2023,5,2,12,9917.938243
2023,5,2,13,10086.1268
2023,5,2,14,9892.747006
2023,5,2,15,9526.733149
2023,5,2,16,9609.716048
2023,5,2,17,9511.173856
2023,5,2,18,9385.21767
2023,5,2,19,9377.808483
2023,5,2,20,9365.953783
2023,5,2,21,9646.021066
2023,5,2,22,9805.318595
2023,5,2,23,10230.60595
2023,5,2,24,10998.19777
2023,5,3,1,10823.34094
2023,5,3,2,10177.2598
2023,5,3,3,9657.134847
2023,5,3,4,9133.305299
2023,5,3,5,8885.097521
2023,5,3,6,8703.57243
2023,5,3,7,8667.267412
2023,5,3,8,8725.799992
2023,5,3,9,8818.414834
2023,5,3,10,9045.876887
2023,5,3,11,9533.401418
2023,5,3,12,10063.15832
2023,5,3,13,10515.85967
2023,5,3,14,10298.02956
2023,5,3,15,10147.62305
2023,5,3,16,10103.16793
2023,5,3,17,9899.415275
2023,5,3,18,9751.231527
2023,5,3,19,9886.819656
2023,5,3,20,10077.97669
2023,5,3,21,10350.63479
2023,5,3,22,10742.5808
2023,5,3,23,11138.23141
2023,5,3,24,11653.16993
2023,5,4,1,11607.97389
2023,5,4,2,10729.98518
2023,5,4,3,10126.13641
2023,5,4,4,9609.716048
2023,5,4,5,9155.532861
2023,5,4,6,9077.736393
2023,5,4,7,8947.334695
2023,5,4,8,9065.881693
2023,5,4,9,9149.605511
2023,5,4,10,9630.461773
2023,5,4,11,9936.461212
2023,5,4,12,10492.89119
2023,5,4,13,10575.87408
2023,5,4,14,10518.82334
2023,5,4,15,10448.43606
2023,5,4,16,10482.51832
2023,5,4,17,10392.86716
2023,5,4,18,10332.11182
2023,5,4,19,10423.24482
2023,5,4,20,10591.43338
2023,5,4,21,10816.67267
2023,5,4,22,11192.31847
2023,5,4,23,11576.8553
2023,5,4,24,12451.88033
2023,5,5,1,12204.41347
2023,5,5,2,11379.77092
2023,5,5,3,10433.61769
2023,5,5,4,9696.40354
2023,5,5,5,9456.345869
2023,5,5,6,9340.021627
2023,5,5,7,9157.755617
2023,5,5,8,9311.866715
2023,5,5,9,9698.626297
2023,5,5,10,10692.93924
2023,5,5,11,11057.47126
2023,5,5,12,11217.50971
2023,5,5,13,11027.83451
2023,5,5,14,10825.5637
2023,5,5,15,10887.80087
2023,5,5,16,11083.40342
2023,5,5,17,11061.91678
2023,5,5,18,10874.46434
2023,5,5,19,11007.82971
2023,5,5,20,11153.04978
2023,5,5,21,11325.68385
2023,5,5,22,11468.68116
2023,5,5,23,11895.45036
2023,5,5,24,12741.57956
2023,5,6,1,12346.66987
2023,5,6,2,11554.62774
2023,5,6,3,10557.35112
2023,5,6,4,9885.337819
2023,5,6,5,9539.328768
2023,5,6,6,9285.934559
2023,5,6,7,9314.83039
2023,5,6,8,9321.498658
2023,5,6,9,9740.858665
2023,5,6,10,10748.50815
2023,5,6,11,11357.54335
2023,5,6,12,11763.56682
2023,5,6,13,11568.70519
2023,5,6,14,11493.13148
2023,5,6,15,11338.27947
2023,5,6,16,11293.08342
2023,5,6,17,11319.7565
2023,5,6,18,11133.04498
2023,5,6,19,11254.55565
2023,5,6,20,11289.37883
2023,5,6,21,11272.3377
2023,5,6,22,11562.77784
2023,5,6,23,11888.04117
2023,5,6,24,12645.26012
2023,5,7,1,12257.0187
2023,5,7,2,11633.90604
2023,5,7,3,10716.64864
2023,5,7,4,9972.025311
2023,5,7,5,9547.478874
2023,5,7,6,9494.873643
2023,5,7,7,9535.624174
2023,5,7,8,9467.45965
2023,5,7,9,9797.909408
2023,5,7,10,10803.33614
2023,5,7,11,11376.06632
2023,5,7,12,11702.81149
2023,5,7,13,11701.32965
2023,5,7,14,11776.16244
2023,5,7,15,11576.11438
2023,5,7,16,11433.85798
2023,5,7,17,11590.93276
2023,5,7,18,11643.53799
2023,5,7,19,11602.78746
2023,5,7,20,11668.72922
2023,5,7,21,11811.72654
2023,5,7,22,11969.54223
2023,5,7,23,12279.98718
2023,5,7,24,12843.82634
2023,5,8,1,12580.05927
2023,5,8,2,11803.57643
2023,5,8,3,10819.63635
2023,5,8,4,10161.70051
2023,5,8,5,9821.618807
2023,5,8,6,9691.958028
2023,5,8,7,9446.713925
2023,5,8,8,9575.633786
2023,5,8,9,9750.490608
2023,5,8,10,10029.07605
2023,5,8,11,10655.89331
2023,5,8,12,11528.69558
2023,5,8,13,11841.36329
2023,5,8,14,11842.10421
2023,5,8,15,12028.81573
2023,5,8,16,11885.81841
2023,5,8,17,11750.23029
2023,5,8,18,11621.31042
2023,5,8,19,11631.68329
2023,5,8,20,11667.24739
2023,5,8,21,11996.21531
2023,5,8,22,11823.58124
2023,5,8,23,12287.39637
2023,5,8,24,12691.938
2023,5,9,1,12422.9845
2023,5,9,2,11724.29813
2023,5,9,3,10968.56102
2023,5,9,4,10097.9815
2023,5,9,5,9708.25824
2023,5,9,6,9443.75025
2023,5,9,7,9314.089471
2023,5,9,8,9353.358164
2023,5,9,9,9582.302055
2023,5,9,10,9892.006088
2023,5,9,11,10030.55789
2023,5,9,12,10280.98843
2023,5,9,13,10243.20157
2023,5,9,14,10213.56482
2023,5,9,15,10290.62037
2023,5,9,16,9987.584605
2023,5,9,17,9803.836758
2023,5,9,18,9974.248068
2023,5,9,19,9935.720293
2023,5,9,20,10174.29613
2023,5,9,21,10307.6615
2023,5,9,22,10555.86928
2023,5,9,23,11001.16144
2023,5,9,24,11770.97601
2023,5,10,1,11851.73615
2023,5,10,2,11007.08879
2023,5,10,3,10395.83083
2023,5,10,4,9835.696263
2023,5,10,5,9416.336257
2023,5,10,6,9217.770035
2023,5,10,7,9191.837879
2023,5,10,8,9151.828267
2023,5,10,9,9461.5323
2023,5,10,10,9776.422764
2023,5,10,11,10214.30574
2023,5,10,12,10804.07706
2023,5,10,13,10967.07918
2023,5,10,14,10629.22023
2023,5,10,15,10367.67592
2023,5,10,16,10301.73415
2023,5,10,17,10200.22828
2023,5,10,18,10243.94249
2023,5,10,19,10251.35168
2023,5,10,20,10624.0338
2023,5,10,21,10993.01133
2023,5,10,22,11286.41515
2023,5,10,23,11686.51127
2023,5,10,24,12574.13192
2023,5,11,1,12554.86804
2023,5,11,2,11570.18703
2023,5,11,3,10499.55945
2023,5,11,4,9951.279587
2023,5,11,5,9434.859225
2023,5,11,6,9299.271096
2023,5,11,7,9171.833073
2023,5,11,8,9388.181345
2023,5,11,9,9983.139092
2023,5,11,10,10958.92907
2023,5,11,11,11389.40286
2023,5,11,12,11522.76823
2023,5,11,13,11771.71693
2023,5,11,14,11425.70788
2023,5,11,15,11236.03268
2023,5,11,16,11178.24102
2023,5,11,17,11009.31155
2023,5,11,18,11160.45897
2023,5,11,19,11276.78321
2023,5,11,20,11300.49261
2023,5,11,21,11516.09996
2023,5,11,22,11725.77997
2023,5,11,23,11852.47707
2023,5,11,24,12734.91129
2023,5,12,1,12664.52401
2023,5,12,2,11501.28159
2023,5,12,3,10502.52313
2023,5,12,4,10001.66206
2023,5,12,5,9524.510393
2023,5,12,6,9352.617245
2023,5,12,7,9297.789259
2023,5,12,8,9489.687212
2023,5,12,9,9856.441988
2023,5,12,10,11025.61176
2023,5,12,11,11538.32753
2023,5,12,12,11819.13573
2023,5,12,13,11796.16725
2023,5,12,14,11666.50647
2023,5,12,15,11515.35905
2023,5,12,16,11402.7394
2023,5,12,17,11461.27198
2023,5,12,18,11422.00328
2023,5,12,19,11524.99099
2023,5,12,20,11607.97389
2023,5,12,21,11695.4023
2023,5,12,22,12067.34351
2023,5,12,23,12255.53687
2023,5,12,24,12952.7414
2023,5,13,1,12741.57956
2023,5,13,2,11672.43382
2023,5,13,3,10774.44031
2023,5,13,4,10035.0034
2023,5,13,5,9457.086788
2023,5,13,6,9611.197885
2023,5,13,7,9620.829829
2023,5,13,8,9642.316472
2023,5,13,9,10078.71761
2023,5,13,10,10974.48837
2023,5,13,11,11597.60103
2023,5,13,12,11880.63198
2023,5,13,13,11876.92739
2023,5,13,14,11788.01714
2023,5,13,15,11364.21162
2023,5,13,16,11525.73191
2023,5,13,17,11616.12399
2023,5,13,18,11540.55028
2023,5,13,19,11731.70732
2023,5,13,20,11687.25219
2023,5,13,21,11853.95891
2023,5,13,22,11917.67792
2023,5,13,23,12173.29489
2023,5,13,24,12823.08062
2023,5,14,1,12560.79539
2023,5,14,2,11745.78477
2023,5,14,3,10669.22985
2023,5,14,4,9974.248068
2023,5,14,5,9559.333574
2023,5,14,6,9384.476751
2023,5,14,7,9342.985302
2023,5,14,8,9491.909968
2023,5,14,9,9986.843686
2023,5,14,10,11034.50278
2023,5,14,11,11474.60851
2023,5,14,12,11739.1165
2023,5,14,13,11591.67368
2023,5,14,14,11575.37346
2023,5,14,15,11463.49473
2023,5,14,16,11476.83127
2023,5,14,17,11645.01982
2023,5,14,18,11514.61813
2023,5,14,19,11356.06152
2023,5,14,20,11571.66887
2023,5,14,21,11764.30774
2023,5,14,22,11696.14322
2023,5,14,23,11768.75325
2023,5,14,24,12387.4204
2023,5,15,1,12248.12768
2023,5,15,2,11422.7442
2023,5,15,3,10652.18871
2023,5,15,4,9916.456406
2023,5,15,5,9605.270535
2023,5,15,6,9254.075053
2023,5,15,7,9197.02431
2023,5,15,8,9211.101766
2023,5,15,9,9454.864031
2023,5,15,10,9784.57287
2023,5,15,11,10343.96652
2023,5,15,12,10832.23197
2023,5,15,13,11283.45148
2023,5,15,14,11224.9189
2023,5,15,15,11075.25331
2023,5,15,16,11120.44936
2023,5,15,17,11056.73035
2023,5,15,18,11072.28964
2023,5,15,19,10993.01133
2023,5,15,20,11081.92158
2023,5,15,21,11233.80992
2023,5,15,22,11285.67424
2023,5,15,23,11316.79282
2023,5,15,24,12061.41616
2023,5,16,1,12133.28527
2023,5,16,2,11496.09516
2023,5,16,3,10452.88157
2023,5,16,4,9798.650326
2023,5,16,5,9328.166927
2023,5,16,6,9149.605511
2023,5,16,7,9046.617806
2023,5,16,8,9003.644519
2023,5,16,9,9240.738516
2023,5,16,10,9469.682406
2023,5,16,11,9986.102767
2023,5,16,12,10619.58829
2023,5,16,13,10598.84256
2023,5,16,14,10655.89331
2023,5,16,15,10458.80892
2023,5,16,16,10440.28595
2023,5,16,17,10422.5039
2023,5,16,18,10441.76779
2023,5,16,19,10521.0461
2023,5,16,20,10890.02363
