Year,Month,Day,Period,Value
2023,7,8,7,9360.767352
2023,7,8,8,9405.222476
2023,7,8,9,9714.18559
2023,7,8,10,10366.19408
2023,7,8,11,10902.61925
2023,7,8,12,11767.27142
2023,7,8,13,12049.56146
2023,7,8,14,11951.01926
2023,7,8,15,11950.27835
2023,7,8,16,12010.29276
2023,7,8,17,12335.55609
2023,7,8,18,12196.26337
2023,7,8,19,12388.16132
2023,7,8,20,12333.33333
2023,7,8,21,12430.39369
2023,7,8,22,12528.93588
2023,7,8,23,12251.09135
2023,7,8,24,12350.37446
2023,7,9,1,12871.24034
2023,7,9,2,11978.43326
2023,7,9,3,11042.65289
2023,7,9,4,10155.03224
2023,7,9,5,9734.190396
2023,7,9,6,9476.350675
2023,7,9,7,9385.21767
2023,7,9,8,9397.07237
2023,7,9,9,9836.437182
2023,7,9,10,10555.86928
2023,7,9,11,10926.32865
2023,7,9,12,11806.54011
2023,7,9,13,12151.80824
2023,7,9,14,12117.72598
2023,7,9,15,12185.14959
2023,7,9,16,12198.48612
2023,7,9,17,12305.17842
2023,7,9,18,12325.92415
2023,7,9,19,12224.41828
2023,7,9,20,12362.97008
2023,7,9,21,12475.58973
2023,7,9,22,12408.16613
2023,7,9,23,12288.13729
2023,7,9,24,12377.78846
2023,7,10,1,12829.74889
2023,7,10,2,12126.61701
2023,7,10,3,10944.85162
2023,7,10,4,10210.60115
2023,7,10,5,9780.868277
2023,7,10,6,9635.648204
2023,7,10,7,9437.8229
2023,7,10,8,9352.617245
2023,7,10,9,9596.379511
2023,7,10,10,9860.887501
2023,7,10,11,10323.22079
2023,7,10,12,10994.49317
2023,7,10,13,11406.44399
2023,7,10,14,11632.42421
2023,7,10,15,11714.66619
2023,7,10,16,11667.98831
2023,7,10,17,11653.91085
2023,7,10,18,11729.48456
2023,7,10,19,11916.937
2023,7,10,20,12123.65333
2023,7,10,21,12252.57319
2023,7,10,22,12148.10365
2023,7,10,23,12079.93912
2023,7,10,24,12234.05022
2023,7,11,1,12550.42252
2023,7,11,2,12010.29276
2023,7,11,3,10821.85911
2023,7,11,4,10382.49429
2023,7,11,5,9646.761985
2023,7,11,6,9710.480996
2023,7,11,7,9395.590532
2023,7,11,8,9385.21767
2023,7,11,9,9408.92707
2023,7,11,10,9637.130041
2023,7,11,11,10089.09047
2023,7,11,12,10686.27098
2023,7,11,13,11059.69402
2023,7,11,14,11283.45148
2023,7,11,15,11268.63311
2023,7,11,16,11367.91622
2023,7,11,17,11319.7565
2023,7,11,18,11459.79014
2023,7,11,19,11435.33982
2023,7,11,20,11943.61008
2023,7,11,21,12171.07213
2023,7,11,22,12394.08867
2023,7,11,23,12220.71368
2023,7,11,24,12386.67948
2023,7,12,1,12663.04217
2023,7,12,2,11968.06039
2023,7,12,3,11042.65289
2023,7,12,4,10292.84313
2023,7,12,5,9731.96764
2023,7,12,6,9506.728343
2023,7,12,7,9535.624174
2023,7,12,8,9421.522688
2023,7,12,9,9964.616124
2023,7,12,10,10543.27366
2023,7,12,11,11155.27254
2023,7,12,12,12168.84937
2023,7,12,13,12125.13517
2023,7,12,14,12387.4204
2023,7,12,15,12480.03524
2023,7,12,16,12610.43694
2023,7,12,17,12757.87977
2023,7,12,18,12799.37122
2023,7,12,19,12707.4973
2023,7,12,20,12646.00104
2023,7,12,21,12540.79058
2023,7,12,22,12555.60896
2023,7,12,23,12350.37446
2023,7,12,24,12502.26281
2023,7,13,1,12648.2238
2023,7,13,2,11883.59566
2023,7,13,3,10952.2608
2023,7,13,4,10249.12892
2023,7,13,5,9797.168489
2023,7,13,6,9615.643398
2023,7,13,7,9485.2417
2023,7,13,8,9557.110817
2023,7,13,9,10098.72242
2023,7,13,10,10635.14758
2023,7,13,11,11456.08555
2023,7,13,12,12062.15707
2023,7,13,13,12386.67948
2023,7,13,14,12436.32104
2023,7,13,15,12462.99411
2023,7,13,16,12537.08599
2023,7,13,17,12696.38352
2023,7,13,18,12631.92359
2023,7,13,19,12817.15327
2023,7,13,20,12892.72698
2023,7,13,21,12848.27186
2023,7,13,22,12984.60091
2023,7,13,23,12811.22592
2023,7,13,24,13006.82847
2023,7,14,1,13295.78678
2023,7,14,2,12477.81249
2023,7,14,3,11385.69827
2023,7,14,4,10445.47239
2023,7,14,5,10051.30362
2023,7,14,6,9760.122552
2023,7,14,7,9772.718171
2023,7,14,8,9766.049902
2023,7,14,9,10173.55521
2023,7,14,10,10866.31423
2023,7,14,11,11427.93063
2023,7,14,12,12391.12499
2023,7,14,13,12514.85842
2023,7,14,14,12619.32797
2023,7,14,15,12531.15864
2023,7,14,16,12572.65009
2023,7,14,17,12890.50423
2023,7,14,18,12800.85306
2023,7,14,19,12948.29589
2023,7,14,20,12970.52345
2023,7,14,21,13237.2542
2023,7,14,22,13146.12119
2023,7,14,23,13005.34663
2023,7,14,24,13239.47695
2023,7,15,1,13644.01858
2023,7,15,2,12663.78309
2023,7,15,3,11477.57219
2023,7,15,4,10616.62461
2023,7,15,5,10291.36129
2023,7,15,6,10029.07605
2023,7,15,7,9914.23365
2023,7,15,8,9850.514638
2023,7,15,9,10223.19676
2023,7,15,10,10823.34094
2023,7,15,11,11412.37134
2023,7,15,12,12090.31199
2023,7,15,13,12612.6597
2023,7,15,14,12871.98126
2023,7,15,15,12930.51384
2023,7,15,16,13002.38295
2023,7,15,17,13295.04586
2023,7,15,18,13276.52289
2023,7,15,19,13300.97321
2023,7,15,20,13307.64148
2023,7,15,21,13442.48869
2023,7,15,22,13381.73335
2023,7,15,23,13162.4214
2023,7,15,24,13515.09872
2023,7,16,1,13649.20501
2023,7,16,2,12565.98182
2023,7,16,3,11601.30562
2023,7,16,4,10793.70419
2023,7,16,5,10336.55733
2023,7,16,6,10119.46814
2023,7,16,7,10171.33245
2023,7,16,8,9966.83888
2023,7,16,9,10396.57175
2023,7,16,10,10916.6967
2023,7,16,11,11510.17261
2023,7,16,12,12577.83652
2023,7,16,13,13200.94918
2023,7,16,14,13080.17942
2023,7,16,15,13219.47215
2023,7,16,16,13361.72854
2023,7,16,17,13519.54423
2023,7,16,18,13563.25844
2023,7,16,19,13478.05279
2023,7,16,20,13412.11102
2023,7,16,21,13491.38932
2023,7,16,22,13485.46197
2023,7,16,23,13263.18635
2023,7,16,24,13257.259
2023,7,17,1,13585.486
2023,7,17,2,12797.14846
2023,7,17,3,11833.9541
2023,7,17,4,11048.58024
2023,7,17,5,10616.62461
2023,7,17,6,10428.43125
2023,7,17,7,10215.78758
2023,7,17,8,10018.70319
2023,7,17,9,10229.12411
2023,7,17,10,10638.11126
2023,7,17,11,11084.14434
2023,7,17,12,12076.97545
2023,7,17,13,12314.81036
2023,7,17,14,12561.53631
2023,7,17,15,12652.66931
2023,7,17,16,12686.75157
2023,7,17,17,12719.352
2023,7,17,18,12678.60147
2023,7,17,19,12658.59666
2023,7,17,20,12734.91129
2023,7,17,21,12765.28896
2023,7,17,22,12689.71525
2023,7,17,23,12640.81461
2023,7,17,24,12903.09984
2023,7,18,1,13212.06296
2023,7,18,2,12572.65009
2023,7,18,3,11359.76611
2023,7,18,4,10858.90504
2023,7,18,5,10407.68553
2023,7,18,6,10199.48736
2023,7,18,7,10034.26249
2023,7,18,8,9926.08835
2023,7,18,9,10015.73952
2023,7,18,10,10379.53062
2023,7,18,11,10690.71649
2023,7,18,12,11479.79495
2023,7,18,13,11842.10421
2023,7,18,14,12162.1811
2023,7,18,15,12148.84457
2023,7,18,16,12223.67736
2023,7,18,17,12334.81517
2023,7,18,18,12597.1004
2023,7,18,19,12514.85842
2023,7,18,20,12788.25744
2023,7,18,21,13126.8573
2023,7,18,22,13225.3995
2023,7,18,23,13070.54748
2023,7,18,24,13095.73872
2023,7,19,1,13237.2542
2023,7,19,2,12472.62606
2023,7,19,3,11167.86816
2023,7,19,4,10574.39225
2023,7,19,5,10280.98843
2023,7,19,6,10166.88694
2023,7,19,7,10092.79507
2023,7,19,8,10104.64977
2023,7,19,9,10503.26405
2023,7,19,10,11158.97713
2023,7,19,11,11622.05134
2023,7,19,12,13047.579
2023,7,19,13,13529.17618
2023,7,19,14,13666.98706
2023,7,19,15,13406.92459
2023,7,19,16,13366.17406
2023,7,19,17,13511.39413
2023,7,19,18,13571.40855
2023,7,19,19,13474.34819
2023,7,19,20,13548.44007
2023,7,19,21,13646.24134
2023,7,19,22,13552.14466
2023,7,19,23,13283.19116
2023,7,19,24,13599.56346
2023,7,20,1,13838.88021
2023,7,20,2,12774.9209
2023,7,20,3,11758.38039
2023,7,20,4,11047.0984
2023,7,20,5,10441.02687
2023,7,20,6,10406.94461
2023,7,20,7,10343.2256
2023,7,20,8,10293.58404
2023,7,20,9,10486.22292
2023,7,20,10,11422.7442
2023,7,20,11,11931.01446
2023,7,20,12,12740.83864
2023,7,20,13,13210.58112
2023,7,20,14,13388.40162
2023,7,20,15,13349.87384
2023,7,20,16,13568.44487
2023,7,20,17,13710.70127
2023,7,20,18,13679.58268
2023,7,20,19,13740.33802
2023,7,20,20,13538.80812
2023,7,20,21,13594.37703
2023,7,20,22,13466.939
2023,7,20,23,13220.95398
2023,7,20,24,13364.69222
2023,7,21,1,13192.79907
2023,7,21,2,12319.25588
2023,7,21,3,11365.69346
2023,7,21,4,10707.0167
2023,7,21,5,10274.32016
2023,7,21,6,10083.90404
2023,7,21,7,9917.938243
2023,7,21,8,9807.541351
2023,7,21,9,10089.83139
2023,7,21,10,10824.82278
2023,7,21,11,11567.22336
2023,7,21,12,12275.54167
2023,7,21,13,12653.41023
2023,7,21,14,12571.90917
2023,7,21,15,12591.17305
2023,7,21,16,12632.6645
2023,7,21,17,12755.65701
2023,7,21,18,12748.24783
2023,7,21,19,12672.67412
2023,7,21,20,12740.09772
2023,7,21,21,12650.44655
2023,7,21,22,12607.47327
2023,7,21,23,12544.49517
2023,7,21,24,12839.38083
2023,7,22,1,12854.19921
2023,7,22,2,12080.68004
2023,7,22,3,11153.04978
2023,7,22,4,10362.48949
2023,7,22,5,9919.420081
2023,7,22,6,9824.582482
2023,7,22,7,9753.454283
2023,7,22,8,9711.962834
2023,7,22,9,10127.61825
2023,7,22,10,10835.93656
2023,7,22,11,11241.96003
2023,7,22,12,11874.70463
2023,7,22,13,12032.52033
2023,7,22,14,11993.99255
2023,7,22,15,11790.98082
2023,7,22,16,11909.52781
2023,7,22,17,12168.10845
2023,7,22,18,12127.35792
2023,7,22,19,12130.3216
2023,7,22,20,12150.3264
2023,7,22,21,12168.84937
2023,7,22,22,12417.79807
2023,7,22,23,12214.04542
2023,7,22,24,12402.97969
2023,7,23,1,12667.48768
2023,7,23,2,11873.2228
2023,7,23,3,10775.18122
2023,7,23,4,10126.87733
2023,7,23,5,9747.526933
2023,7,23,6,9501.541912
2023,7,23,7,9530.437743
2023,7,23,8,9528.214987
2023,7,23,9,9871.260363
2023,7,23,10,10445.47239
2023,7,23,11,10961.89275
2023,7,23,12,11498.31791
2023,7,23,13,11625.01502
2023,7,23,14,11607.23297
2023,7,23,15,11580.55989
2023,7,23,16,11656.13361
2023,7,23,17,11865.07269
2023,7,23,18,11973.98774
2023,7,23,19,12019.92471
2023,7,23,20,12140.69446
2023,7,23,21,12277.02351
2023,7,23,22,12243.68217
2023,7,23,23,12145.13997
2023,7,23,24,12428.91185
2023,7,24,1,12571.16825
2023,7,24,2,11820.61757
2023,7,24,3,10697.38476
2023,7,24,4,10080.94037
2023,7,24,5,9640.093716
2023,7,24,6,9376.326645
2023,7,24,7,9440.786575
2023,7,24,8,9496.355481
2023,7,24,9,9749.008771
2023,7,24,10,9958.688774
2023,7,24,11,10382.49429
2023,7,24,12,10935.96059
2023,7,24,13,11238.25544
2023,7,24,14,11342.72498
2023,7,24,15,11396.81205
2023,7,24,16,11598.34194
2023,7,24,17,11555.36866
2023,7,24,18,11759.86223
2023,7,24,19,11744.30294
2023,7,24,20,11718.37078
2023,7,24,21,11914.71425
2023,7,24,22,11928.05078
2023,7,24,23,11951.76018
2023,7,24,24,12260.7233
2023,7,25,1,12331.11058
2023,7,25,2,11695.4023
2023,7,25,3,10850.01402
2023,7,25,4,10040.18984
2023,7,25,5,9613.420642
2023,7,25,6,9437.8229
2023,7,25,7,9256.297809
2023,7,25,8,9388.181345
2023,7,25,9,9420.040851
2023,7,25,10,9601.565942
2023,7,25,11,9857.923826
2023,7,25,12,10505.4868
2023,7,25,13,10882.61444
2023,7,25,14,10932.256
2023,7,25,15,11110.81741
2023,7,25,16,11189.3548
2023,7,25,17,11130.0813
2023,7,25,18,11287.89699
2023,7,25,19,11402.7394
2023,7,25,20,11470.90392
2023,7,25,21,11681.32484
2023,7,25,22,11776.90336
2023,7,25,23,11765.78958
2023,7,25,24,12303.69658
2023,7,26,1,12345.92895
2023,7,26,2,11585.74633
2023,7,26,3,10715.90773
2023,7,26,4,9908.3063
2023,7,26,5,9650.466579
2023,7,26,6,9516.360287
2023,7,26,7,9372.622051
2023,7,26,8,9408.186151
2023,7,26,9,9960.91153
2023,7,26,10,10557.35112
2023,7,26,11,11095.99904
2023,7,26,12,11986.58336
2023,7,26,13,12367.4156
2023,7,26,14,12430.39369
2023,7,26,15,12450.39849
2023,7,26,16,12575.61376
2023,7,26,17,12788.99836
2023,7,26,18,12781.58917
2023,7,26,19,12977.19172
2023,7,26,20,12772.69815
2023,7,26,21,12813.44868
2023,7,26,22,12826.04429
2023,7,26,23,12669.71044
2023,7,26,24,13029.79695
2023,7,27,1,13141.67568
2023,7,27,2,12202.19072
2023,7,27,3,11116.00384
2023,7,27,4,10363.23041
2023,7,27,5,10049.82178
2023,7,27,6,9820.13697
2023,7,27,7,9736.413152
2023,7,27,8,9801.614001
2023,7,27,9,10100.20425
2023,7,27,10,10804.81797
2023,7,27,11,11429.41247
2023,7,27,12,12317.03312
2023,7,27,13,12491.14902
2023,7,27,14,12572.65009
2023,7,27,15,12516.34026
2023,7,27,16,12880.13136
2023,7,27,17,13020.90592
2023,7,27,18,13141.67568
2023,7,27,19,13078.69759
2023,7,27,20,13208.35836
2023,7,27,21,13217.24939
2023,7,27,22,13225.3995
2023,7,27,23,13059.4337
2023,7,27,24,13380.25151
2023,7,28,1,13312.08699
2023,7,28,2,12355.5609
2023,7,28,3,11376.80724
2023,7,28,4,10655.89331
2023,7,28,5,10329.88906
2023,7,28,6,10037.96708
2023,7,28,7,9909.788137
2023,7,28,8,10072.04934
2023,7,28,9,10340.26192
2023,7,28,10,10974.48837
2023,7,28,11,11543.51396
2023,7,28,12,12427.43001
2023,7,28,13,12808.26225
2023,7,28,14,12780.10733
2023,7,28,15,12866.79483
2023,7,28,16,12919.40006
2023,7,28,17,13175.75794
2023,7,28,18,13406.92459
2023,7,28,19,13497.31667
2023,7,28,20,13570.66763
2023,7,28,21,13820.35724
2023,7,28,22,13286.89575
2023,7,28,23,13026.09235
2023,7,28,24,13358.02395
2023,7,29,1,13345.42833
2023,7,29,2,12434.09828
2023,7,29,3,11479.05403
2023,7,29,4,10765.54928
2023,7,29,5,10370.63959
2023,7,29,6,10262.46546
2023,7,29,7,10064.64015
2023,7,29,8,10051.30362
2023,7,29,9,10535.86447
2023,7,29,10,11107.85374
2023,7,29,11,11709.47975
2023,7,29,12,12554.86804
2023,7,29,13,12930.51384
2023,7,29,14,12900.87709
2023,7,29,15,13080.92034
2023,7,29,16,13191.31723
2023,7,29,17,13536.58537
2023,7,29,18,13678.10085
2023,7,29,19,13349.87384
2023,7,29,20,13380.25151
2023,7,29,21,13133.52557
2023,7,29,22,12980.89631
2023,7,29,23,12732.68853
2023,7,29,24,12987.56458
2023,7,30,1,13122.41179
2023,7,30,2,12305.91934
2023,7,30,3,11156.75438
2023,7,30,4,10577.35592
2023,7,30,5,10231.34687
2023,7,30,6,10073.53118
2023,7,30,7,9994.993792
2023,7,30,8,10009.07125
2023,7,30,9,10303.21599
2023,7,30,10,11024.87084
2023,7,30,11,11562.03693
2023,7,30,12,12417.05715
2023,7,30,13,12626.73715
2023,7,30,14,12715.6474
2023,7,30,15,12488.92627
2023,7,30,16,12606.73235
2023,7,30,17,12821.59878
2023,7,30,18,12792.70295
2023,7,30,19,12920.14097
2023,7,30,20,12949.77772
2023,7,30,21,12986.08274
2023,7,30,22,13019.42409
2023,7,30,23,12691.938
2023,7,30,24,13268.37278
2023,7,31,1,13069.06564
2023,7,31,2,12268.13248
2023,7,31,3,11557.59141
2023,7,31,4,10690.71649
2023,7,31,5,10280.24751
2023,7,31,6,10009.07125
2023,7,31,7,9972.025311
2023,7,31,8,9896.4516
2023,7,31,9,9970.543474
2023,7,31,10,10305.43874
2023,7,31,11,10387.68072
2023,7,31,12,11543.51396
2023,7,31,13,11801.35368
2023,7,31,14,12002.14266
2023,7,31,15,12136.24895
2023,7,31,16,12109.57587
2023,7,31,17,12128.83976
2023,7,31,18,12254.05503
2023,7,31,19,12305.91934
2023,7,31,20,12402.23878
2023,7,31,21,12571.90917
2023,7,31,22,12656.3739
2023,7,31,23,12480.03524
2023,7,31,24,12891.98606
2023,8,1,1,12897.17249
2023,8,1,2,11966.57856
2023,8,1,3,10919.66038
2023,8,1,4,10412.13104
2023,8,1,5,10304.69783
2023,8,1,6,9964.616124
2023,8,1,7,9676.398734
2023,8,1,8,9894.969763
2023,8,1,9,9759.381633
2023,8,1,10,10028.33514
2023,8,1,11,10346.93019
2023,8,1,12,10937.44243
2023,8,1,13,11402.7394
2023,8,1,14,11577.59622
2023,8,1,15,11706.51608
2023,8,1,16,11651.68809
2023,8,1,17,11792.46265
2023,8,1,18,11807.28103
2023,8,1,19,12100.68485
2023,8,1,20,12232.56838
2023,8,1,21,12558.57263
2023,8,1,22,12477.81249
2023,8,1,23,12429.65277
2023,8,1,24,12866.05391
2023,8,2,1,12791.22111
2023,8,2,2,11922.86435
2023,8,2,3,11167.86816
2023,8,2,4,10427.69034
2023,8,2,5,10007.58941
2023,8,2,6,9744.563258
2023,8,2,7,9856.441988
2023,8,2,8,9727.522127
2023,8,2,9,10095.75874
2023,8,2,10,10767.77204
2023,8,2,11,11306.41996
2023,8,2,12,12354.07906
2023,8,2,13,12781.58917
2023,8,2,14,12982.37815
2023,8,2,15,12714.90648
2023,8,2,16,12793.44387
2023,8,2,17,13059.4337
2023,8,2,18,13135.00741
2023,8,2,19,13284.67299
2023,8,2,20,13063.13829
2023,8,2,21,13060.91554
2023,8,2,22,12941.62762
2023,8,2,23,12665.26493
2023,8,2,24,13019.42409
2023,8,3,1,12967.55977
2023,8,3,2,11857.6635
2023,8,3,3,11102.66731
2023,8,3,4,10393.60807
2023,8,3,5,9917.938243
2023,8,3,6,9892.747006
2023,8,3,7,9785.313789
2023,8,3,8,9829.027995
2023,8,3,9,10124.65457
2023,8,3,10,10791.48144
2023,8,3,11,11436.82166
2023,8,3,12,12168.10845
2023,8,3,13,12539.30874
2023,8,3,14,12486.70351
2023,8,3,15,12474.10789
2023,8,3,16,12659.33758
2023,8,3,17,12663.04217
2023,8,3,18,12686.75157
2023,8,3,19,12535.60415
2023,8,3,20,12503.00372
2023,8,3,21,12478.55341
2023,8,3,22,12545.97701
2023,8,3,23,12432.61644
2023,8,3,24,12942.36854
2023,8,4,1,12761.58436
2023,8,4,2,11946.57375
2023,8,4,3,11033.02095
2023,8,4,4,10189.85542
2023,8,4,5,9809.764107
2023,8,4,6,9773.459089
2023,8,4,7,9634.907285
2023,8,4,8,9724.558452
2023,8,4,9,9965.357043
2023,8,4,10,10608.47451
2023,8,4,11,11231.58717
2023,8,4,12,11876.18647
2023,8,4,13,12177.7404
2023,8,4,14,12351.11538
2023,8,4,15,12173.29489
2023,8,4,16,12234.05022
2023,8,4,17,12562.27722
2023,8,4,18,12571.16825
2023,8,4,19,12682.30606
2023,8,4,20,12389.64316
2023,8,4,21,12708.97913
2023,8,4,22,12722.31567
2023,8,4,23,12415.57531
2023,8,4,24,13032.0197
2023,8,5,1,12836.41716
2023,8,5,2,11913.23241
2023,8,5,3,11057.47126
2023,8,5,4,10374.34419
2023,8,5,5,10117.24538
2023,8,5,6,9814.950539
2023,8,5,7,9825.323401
2023,8,5,8,9878.66955
2023,8,5,9,10192.8191
2023,8,5,10,10850.01402
2023,8,5,11,11558.33233
2023,8,5,12,12394.82959
2023,8,5,13,12568.94549
2023,8,5,14,12518.56302
2023,8,5,15,12424.46634
2023,8,5,16,12568.94549
2023,8,5,17,12726.02027
2023,8,5,18,12752.69334
2023,8,5,19,12969.78253
2023,8,5,20,13009.05122
2023,8,5,21,13088.32953
2023,8,5,22,12909.76811
2023,8,5,23,12767.51171
2023,8,5,24,13217.99031
2023,8,6,1,12977.93264
2023,8,6,2,11856.92258
2023,8,6,3,11007.08879
2023,8,6,4,10383.23521
2023,8,6,5,10032.78065
2023,8,6,6,9909.047219
2023,8,6,7,9854.960151
2023,8,6,8,9936.461212
2023,8,6,9,10446.95422
2023,8,6,10,10814.44992
2023,8,6,11,11402.7394
2023,8,6,12,12108.83496
2023,8,6,13,12523.00853
2023,8,6,14,12467.43963
2023,8,6,15,12430.39369
2023,8,6,16,12475.58973
2023,8,6,17,12843.82634
2023,8,6,18,12894.94974
2023,8,6,19,12831.23073
2023,8,6,20,12726.76118
2023,8,6,21,12740.09772
2023,8,6,22,12560.05447
2023,8,6,23,12449.65758
2023,8,6,24,12798.6303
2023,8,7,1,12474.10789
2023,8,7,2,11911.00965
2023,8,7,3,10947.81529
2023,8,7,4,10387.68072
2023,8,7,5,10046.8581
2023,8,7,6,9906.083544
2023,8,7,7,9703.071809
2023,8,7,8,9769.754496
2023,8,7,9,9785.313789
2023,8,7,10,10019.44411
2023,8,7,11,10444.73147
2023,8,7,12,11246.40554
2023,8,7,13,11618.34675
2023,8,7,14,11796.16725
2023,8,7,15,11685.77036
2023,8,7,16,11637.61064
2023,8,7,17,11779.12612
2023,8,7,18,11702.81149
2023,8,7,19,11901.37771
2023,8,7,20,11845.8088
2023,8,7,21,12014.73828
2023,8,7,22,11931.75538
2023,8,7,23,12018.44287
2023,8,7,24,12516.34026
2023,8,8,1,12377.78846
2023,8,8,2,11519.80456
2023,8,8,3,10675.89811
2023,8,8,4,10252.83351
2023,8,8,5,9603.047779
2023,8,8,6,9377.067564
2023,8,8,7,9457.827706
2023,8,8,8,9331.871521
2023,8,8,9,9474.127919
2023,8,8,10,9543.033361
2023,8,8,11,10032.78065
2023,8,8,12,10535.12355
2023,8,8,13,10716.64864
2023,8,8,14,10741.83988
2023,8,8,15,10749.24907
2023,8,8,16,10752.95366
2023,8,8,17,10969.30193
2023,8,8,18,10886.31904
2023,8,8,19,10992.27042
2023,8,8,20,11336.05671
2023,8,8,21,11682.80668
2023,8,8,22,11759.86223
2023,8,8,23,11846.54972
2023,8,8,24,12420.02083
2023,8,9,1,12099.20301
2023,8,9,2,11504.24526
2023,8,9,3,10609.95635
2023,8,9,4,10020.18503
2023,8,9,5,9530.437743
2023,8,9,6,9525.251312
2023,8,9,7,9480.055269
2023,8,9,8,9543.77428
2023,8,9,9,9920.161
2023,8,9,10,10550.68285
2023,8,9,11,11266.41035
2023,8,9,12,11883.59566
2023,8,9,13,12366.67468
2023,8,9,14,12527.45404
2023,8,9,15,12530.41772
2023,8,9,16,12659.33758
2023,8,9,17,12903.09984
2023,8,9,18,12635.62818
2023,8,9,19,12580.80019
2023,8,9,20,12691.938
2023,8,9,21,12694.90168
2023,8,9,22,12716.38832
2023,8,9,23,12619.32797
2023,8,9,24,13134.26649
2023,8,10,1,12927.55016
2023,8,10,2,11857.6635
2023,8,10,3,10752.21274
2023,8,10,4,10163.18235
2023,8,10,5,9895.710681
2023,8,10,6,9668.989547
2023,8,10,7,9743.081421
2023,8,10,8,9734.931315
2023,8,10,9,10055.74913
2023,8,10,10,10708.49854
2023,8,10,11,11238.25544
2023,8,10,12,12039.18859
2023,8,10,13,12331.8515
2023,8,10,14,12188.11326
2023,8,10,15,12267.39157
2023,8,10,16,12264.42789
2023,8,10,17,12474.84881
2023,8,10,18,12633.40542
2023,8,10,19,12825.30338
2023,8,10,20,12707.4973
2023,8,10,21,12727.5021
2023,8,10,22,12756.39793
2023,8,10,23,12669.71044
2023,8,10,24,13218.73123
2023,8,11,1,12849.01278
2023,8,11,2,11805.79919
2023,8,11,3,10978.93388
2023,8,11,4,10369.15776
2023,8,11,5,10015.73952
2023,8,11,6,9721.594778
2023,8,11,7,9764.568064
2023,8,11,8,9792.722976
2023,8,11,9,10119.46814
2023,8,11,10,10696.64384
2023,8,11,11,11244.18279
2023,8,11,12,12009.55184
2023,8,11,13,12068.08442
2023,8,11,14,12052.52513
2023,8,11,15,11950.27835
2023,8,11,16,12071.0481
2023,8,11,17,12312.58761
2023,8,11,18,12480.03524
2023,8,11,19,12617.84613
2023,8,11,20,12701.56995
2023,8,11,21,12728.24302
2023,8,11,22,12726.02027
2023,8,11,23,12708.97913
2023,8,11,24,13200.94918
2023,8,12,1,12872.72218
2023,8,12,2,11905.82322
2023,8,12,3,11116.74476
2023,8,12,4,10461.7726
2023,8,12,5,10126.87733
2023,8,12,6,9779.386439
2023,8,12,7,9702.33089
2023,8,12,8,9835.696263
2023,8,12,9,10108.35436
2023,8,12,10,10743.32172
2023,8,12,11,11264.92851
2023,8,12,12,11980.65601
2023,8,12,13,11990.28796
2023,8,12,14,12208.11807
2023,8,12,15,12013.25644
2023,8,12,16,12191.81785
2023,8,12,17,12213.3045
2023,8,12,18,12211.82266
2023,8,12,19,12297.02832
2023,8,12,20,12375.5657
2023,8,12,21,12516.34026
2023,8,12,22,12518.56302
2023,8,12,23,12523.74945
2023,8,12,24,13076.47483
2023,8,13,1,12731.94762
2023,8,13,2,11712.44343
2023,8,13,3,10932.99692
2023,8,13,4,10310.62518
2023,8,13,5,9840.882695
2023,8,13,6,9770.495414
2023,8,13,7,9670.471385
2023,8,13,8,9728.263046
2023,8,13,9,10072.79026
2023,8,13,10,10652.92963
2023,8,13,11,11227.88257
2023,8,13,12,11730.22548
2023,8,13,13,11884.33658
2023,8,13,14,11868.03637
2023,8,13,15,11770.23509
2023,8,13,16,11916.19608
2023,8,13,17,12047.3387
2023,8,13,18,12120.68966
2023,8,13,19,12204.41347
2023,8,13,20,12194.04061
2023,8,13,21,12478.55341
2023,8,13,22,12437.80288
2023,8,13,23,12372.60203
2023,8,13,24,12992.01009
2023,8,14,1,12682.30606
2023,8,14,2,11800.61276
2023,8,14,3,10836.67748
2023,8,14,4,10176.51888
2023,8,14,5,9833.473507
2023,8,14,6,9647.502904
2023,8,14,7,9549.70163
2023,8,14,8,9585.26573
2023,8,14,9,9762.345308
2023,8,14,10,10069.82658
2023,8,14,11,10463.99535
2023,8,14,12,10956.70632
2023,8,14,13,11141.936
2023,8,14,14,11131.56314
2023,8,14,15,11276.78321
2023,8,14,16,11319.7565
2023,8,14,17,11382.73459
2023,8,14,18,11350.13417
2023,8,14,19,11422.7442
2023,8,14,20,11611.67848
2023,8,14,21,11725.03905
2023,8,14,22,11815.43113
2023,8,14,23,11900.63679
2023,8,14,24,12257.0187
2023,8,15,1,12215.52725
2023,8,15,2,11367.1753
2023,8,15,3,10555.86928
2023,8,15,4,9967.579799
2023,8,15,5,9577.115623
2023,8,15,6,9463.014138
2023,8,15,7,9468.941487
2023,8,15,8,9477.091594
2023,8,15,9,9542.292443
2023,8,15,10,9754.195202
2023,8,15,11,10069.08567
2023,8,15,12,10636.62942
2023,8,15,13,10946.33345
2023,8,15,14,10960.41091
2023,8,15,15,11183.42745
2023,8,15,16,11210.84144
2023,8,15,17,11173.05459
2023,8,15,18,11176.75918
2023,8,15,19,11296.78802
2023,8,15,20,11563.51876
2023,8,15,21,11808.76287
2023,8,15,22,11874.70463
2023,8,15,23,11989.54704
2023,8,15,24,12733.42945
2023,8,16,1,12236.27298
2023,8,16,2,11189.3548
2023,8,16,3,10632.92483
